transaction_id,timestamp,transaction_type,merchant_category,amount_inr,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,hour_of_day,is_weekend,transaction_status,fraud_flag,anomaly_score,anomaly_risk_band
TXN0000098725,2024-04-13 08:20:28,Bill Payment,Utilities,2371,36-45,36-45,Telangana,IndusInd,Yes Bank,iOS,WiFi,8,1,SUCCESS,0,0.5214583115906327,High Anomaly
TXN0000043112,2024-10-19 08:21:22,Bill Payment,Shopping,455,46-55,18-25,Telangana,IndusInd,HDFC,iOS,3G,8,1,SUCCESS,0,0.5214532541378113,High Anomaly
TXN0000243149,2024-11-16 23:02:31,Recharge,Entertainment,285,36-45,18-25,Rajasthan,Kotak,Yes Bank,Web,4G,23,1,SUCCESS,0,0.5214315408490221,High Anomaly
TXN0000133947,2024-07-17 15:37:43,Bill Payment,Food,102,56+,56+,Andhra Pradesh,Yes Bank,PNB,Web,4G,15,0,SUCCESS,0,0.5214201339517722,High Anomaly
TXN0000100021,2024-09-22 21:23:52,Bill Payment,Grocery,1398,46-55,36-45,Tamil Nadu,PNB,Yes Bank,iOS,WiFi,21,1,SUCCESS,0,0.5213934811287503,High Anomaly
TXN0000214839,2024-09-25 21:51:13,Recharge,Transport,414,46-55,56+,Rajasthan,Yes Bank,HDFC,iOS,5G,21,0,SUCCESS,0,0.5213803242628157,High Anomaly
TXN0000054393,2024-07-20 18:05:40,Bill Payment,Healthcare,544,46-55,26-35,Karnataka,Axis,SBI,Web,WiFi,18,1,SUCCESS,0,0.5213450529936228,High Anomaly
TXN0000002535,2024-11-25 12:14:45,Recharge,Shopping,2825,36-45,56+,Telangana,HDFC,Yes Bank,iOS,5G,12,0,SUCCESS,0,0.521314436819403,High Anomaly
TXN0000191316,2024-07-27 01:33:59,P2P,Fuel,3846,36-45,46-55,Karnataka,Axis,IndusInd,Web,5G,1,1,SUCCESS,0,0.5213005085489164,High Anomaly
TXN0000210660,2024-06-29 11:16:31,Recharge,Shopping,739,26-35,26-35,Gujarat,Yes Bank,Axis,Web,4G,11,1,SUCCESS,0,0.5212971523943611,High Anomaly
TXN0000092195,2024-03-31 18:26:45,P2P,Other,889,46-55,46-55,West Bengal,HDFC,ICICI,Web,WiFi,18,1,SUCCESS,0,0.5212777198200601,High Anomaly
TXN0000003572,2024-03-15 21:50:38,Recharge,Transport,86,56+,56+,Telangana,Kotak,Kotak,Android,5G,21,0,SUCCESS,0,0.5212649918007738,High Anomaly
TXN0000032343,2024-05-11 12:26:04,P2P,Fuel,1641,46-55,26-35,Andhra Pradesh,IndusInd,PNB,Web,3G,12,1,SUCCESS,0,0.5212517915014461,High Anomaly
TXN0000049316,2024-10-27 07:44:26,P2P,Shopping,2556,46-55,26-35,Delhi,Yes Bank,Axis,iOS,3G,7,1,SUCCESS,0,0.521251724794012,High Anomaly
TXN0000159029,2024-08-13 17:39:09,Bill Payment,Fuel,2366,46-55,18-25,Uttar Pradesh,IndusInd,PNB,Web,5G,17,0,SUCCESS,0,0.5212496744147652,High Anomaly
TXN0000086500,2024-05-24 21:07:39,Recharge,Healthcare,673,56+,18-25,West Bengal,HDFC,PNB,iOS,4G,21,0,SUCCESS,0,0.5212487345522816,High Anomaly
TXN0000156709,2024-11-09 20:40:03,P2P,Utilities,3312,56+,46-55,Telangana,IndusInd,SBI,iOS,WiFi,20,1,SUCCESS,0,0.5212366880144297,High Anomaly
TXN0000114496,2024-09-08 23:36:34,Recharge,Fuel,433,26-35,36-45,Tamil Nadu,Kotak,IndusInd,Web,4G,23,1,SUCCESS,0,0.5212141710588135,High Anomaly
TXN0000018269,2024-02-03 11:41:15,Recharge,Utilities,262,36-45,46-55,Telangana,IndusInd,Kotak,Android,WiFi,11,1,SUCCESS,0,0.5211817106931196,High Anomaly
TXN0000223816,2024-04-24 11:01:07,Recharge,Healthcare,2318,56+,56+,West Bengal,SBI,ICICI,Android,WiFi,11,0,SUCCESS,0,0.5211692556045022,High Anomaly
TXN0000165173,2024-01-22 00:28:28,P2P,Healthcare,342,46-55,46-55,Telangana,IndusInd,Yes Bank,iOS,WiFi,0,0,SUCCESS,0,0.5211446416283745,High Anomaly
TXN0000116532,2024-09-01 05:12:39,P2M,Transport,93,26-35,26-35,Rajasthan,ICICI,IndusInd,Web,WiFi,5,1,SUCCESS,0,0.5211377611253496,High Anomaly
TXN0000145209,2024-05-12 16:14:56,P2P,Entertainment,545,36-45,36-45,Telangana,Yes Bank,IndusInd,Web,WiFi,16,1,SUCCESS,0,0.521134670096936,High Anomaly
TXN0000117715,2024-06-30 09:41:50,P2P,Utilities,6610,56+,18-25,Karnataka,Axis,ICICI,iOS,WiFi,9,1,SUCCESS,0,0.5211271359963742,High Anomaly
TXN0000229067,2024-08-20 21:44:53,Recharge,Food,565,18-25,46-55,Maharashtra,SBI,Yes Bank,Web,3G,21,0,FAILED,0,0.5211229086433526,High Anomaly
TXN0000006841,2024-05-05 19:10:37,P2P,Food,314,18-25,46-55,Andhra Pradesh,IndusInd,IndusInd,Web,3G,19,1,SUCCESS,0,0.5211219755001649,High Anomaly
TXN0000015375,2024-12-28 17:34:26,P2M,Shopping,90,36-45,56+,Telangana,Yes Bank,SBI,Web,5G,17,1,SUCCESS,0,0.5211178245929395,High Anomaly
TXN0000110299,2024-06-18 20:47:09,Recharge,Utilities,454,56+,18-25,Tamil Nadu,IndusInd,ICICI,Web,4G,20,0,SUCCESS,0,0.5211041296921991,High Anomaly
TXN0000118061,2024-04-08 10:54:18,Bill Payment,Entertainment,469,46-55,18-25,Uttar Pradesh,ICICI,PNB,Web,WiFi,10,0,SUCCESS,0,0.5211015195306167,High Anomaly
TXN0000232555,2024-02-05 14:04:00,Recharge,Other,1312,56+,46-55,Maharashtra,HDFC,SBI,iOS,3G,14,0,SUCCESS,0,0.5210755943965257,High Anomaly
TXN0000139404,2024-12-07 12:34:46,Bill Payment,Food,461,46-55,46-55,Uttar Pradesh,ICICI,SBI,Web,5G,12,1,SUCCESS,0,0.5210725508704594,High Anomaly
TXN0000162052,2024-08-28 16:29:08,Recharge,Transport,273,36-45,56+,Delhi,HDFC,ICICI,iOS,WiFi,16,0,SUCCESS,0,0.521052492806578,High Anomaly
TXN0000227614,2024-10-15 21:59:22,Bill Payment,Shopping,406,46-55,36-45,Karnataka,Axis,SBI,Web,5G,21,0,SUCCESS,0,0.5210505343269732,High Anomaly
TXN0000073267,2024-05-04 10:55:34,Bill Payment,Fuel,359,46-55,46-55,West Bengal,IndusInd,Axis,iOS,5G,10,1,SUCCESS,0,0.5210496521558305,High Anomaly
TXN0000115818,2024-07-14 13:35:18,Bill Payment,Grocery,296,26-35,26-35,Telangana,IndusInd,IndusInd,Web,WiFi,13,1,SUCCESS,0,0.5210424746586637,High Anomaly
TXN0000077223,2024-05-25 16:24:28,P2M,Utilities,4806,56+,36-45,Delhi,Axis,PNB,iOS,WiFi,16,1,SUCCESS,0,0.5210156276393034,High Anomaly
TXN0000165872,2024-06-22 22:36:13,Bill Payment,Healthcare,1049,26-35,26-35,Gujarat,Axis,Axis,Web,3G,22,1,SUCCESS,0,0.5210122581187668,High Anomaly
TXN0000044440,2024-06-21 14:47:49,Bill Payment,Education,2465,26-35,56+,Uttar Pradesh,PNB,IndusInd,iOS,WiFi,14,0,SUCCESS,0,0.5210121080095267,High Anomaly
TXN0000017304,2024-08-20 22:27:27,Bill Payment,Shopping,2486,56+,46-55,Andhra Pradesh,IndusInd,HDFC,iOS,5G,22,0,SUCCESS,0,0.52099747383036,High Anomaly
TXN0000185568,2024-03-03 13:37:34,P2M,Fuel,522,56+,26-35,Maharashtra,Yes Bank,HDFC,Web,3G,13,1,SUCCESS,0,0.5209872154489121,High Anomaly
TXN0000054678,2024-06-09 08:03:25,Bill Payment,Education,4471,56+,18-25,Delhi,Kotak,ICICI,Web,4G,8,1,SUCCESS,0,0.5209483996265539,High Anomaly
TXN0000228223,2024-09-02 01:27:49,Bill Payment,Fuel,1038,36-45,18-25,Rajasthan,Kotak,Axis,Web,3G,1,0,SUCCESS,0,0.5209267993048254,High Anomaly
TXN0000071931,2024-05-22 19:28:06,P2M,Fuel,313,56+,36-45,Andhra Pradesh,SBI,PNB,Web,3G,19,0,SUCCESS,0,0.5209173462871791,High Anomaly
TXN0000240712,2024-01-28 21:07:57,Bill Payment,Transport,51,46-55,18-25,Uttar Pradesh,IndusInd,SBI,iOS,WiFi,21,1,SUCCESS,0,0.5209079370240314,High Anomaly
TXN0000219359,2024-11-27 23:10:38,Bill Payment,Education,5350,56+,46-55,Karnataka,IndusInd,SBI,Android,WiFi,23,0,SUCCESS,0,0.5209046935907625,High Anomaly
TXN0000227347,2024-04-28 11:50:45,Recharge,Utilities,3935,56+,26-35,Uttar Pradesh,PNB,HDFC,Android,WiFi,11,1,SUCCESS,0,0.5209025274259569,High Anomaly
TXN0000120004,2024-02-29 08:19:48,P2M,Healthcare,4153,56+,36-45,Telangana,IndusInd,SBI,iOS,3G,8,0,SUCCESS,0,0.5208926907945763,High Anomaly
TXN0000083777,2024-12-29 23:57:53,P2M,Food,66,36-45,36-45,Rajasthan,Kotak,PNB,Web,WiFi,23,1,SUCCESS,0,0.5208861247279377,High Anomaly
TXN0000010447,2024-06-23 20:52:12,Bill Payment,Other,262,56+,26-35,Karnataka,PNB,Yes Bank,iOS,WiFi,20,1,SUCCESS,0,0.520885335823013,High Anomaly
TXN0000006343,2024-04-20 14:03:12,P2M,Shopping,994,26-35,56+,Rajasthan,HDFC,IndusInd,Web,5G,14,1,SUCCESS,0,0.5208813910891517,High Anomaly
TXN0000229985,2024-10-03 17:28:09,Bill Payment,Utilities,1311,18-25,36-45,Telangana,PNB,Kotak,Web,WiFi,17,0,SUCCESS,0,0.5208811936447325,High Anomaly
TXN0000039450,2024-04-14 12:18:09,P2P,Food,1107,56+,26-35,Gujarat,Axis,Kotak,Web,3G,12,1,SUCCESS,0,0.5208777222454976,High Anomaly
TXN0000167193,2024-08-30 19:42:34,P2M,Grocery,1535,36-45,46-55,Rajasthan,ICICI,IndusInd,Web,3G,19,0,SUCCESS,0,0.5208739879966736,High Anomaly
TXN0000109774,2024-03-31 20:12:55,P2P,Utilities,5168,46-55,26-35,Delhi,PNB,HDFC,Web,WiFi,20,1,SUCCESS,0,0.520843073447809,High Anomaly
TXN0000114644,2024-11-20 22:57:45,P2M,Shopping,1301,18-25,56+,Telangana,PNB,PNB,Web,5G,22,0,SUCCESS,0,0.5208353811480968,High Anomaly
TXN0000209111,2024-03-23 00:34:20,Recharge,Utilities,2969,46-55,18-25,Karnataka,Axis,HDFC,iOS,4G,0,1,FAILED,0,0.5208117587547374,High Anomaly
TXN0000127232,2024-02-14 09:38:51,Bill Payment,Shopping,5616,26-35,26-35,Andhra Pradesh,HDFC,Kotak,Web,WiFi,9,0,SUCCESS,0,0.5208079801719875,High Anomaly
TXN0000236931,2024-12-27 21:29:35,Recharge,Fuel,343,36-45,36-45,Delhi,PNB,IndusInd,iOS,3G,21,0,SUCCESS,0,0.5207944744338672,High Anomaly
TXN0000208860,2024-12-04 13:05:54,P2M,Utilities,4471,46-55,56+,Karnataka,ICICI,IndusInd,iOS,WiFi,13,0,SUCCESS,0,0.5207899671069689,High Anomaly
TXN0000207501,2024-04-30 10:21:46,Bill Payment,Grocery,3190,46-55,36-45,Rajasthan,PNB,IndusInd,iOS,WiFi,10,0,SUCCESS,0,0.5207729267431416,High Anomaly
TXN0000195949,2024-08-09 15:14:02,P2M,Other,589,46-55,56+,Gujarat,HDFC,ICICI,iOS,WiFi,15,0,SUCCESS,0,0.5207559356763863,High Anomaly
TXN0000154418,2024-11-09 12:46:08,Bill Payment,Food,256,36-45,46-55,Karnataka,ICICI,PNB,iOS,3G,12,1,SUCCESS,0,0.5207183126248227,High Anomaly
TXN0000018136,2024-04-25 20:02:04,P2P,Fuel,655,56+,46-55,Uttar Pradesh,Yes Bank,HDFC,Web,WiFi,20,0,FAILED,0,0.5207173574186006,High Anomaly
TXN0000193669,2024-02-20 08:28:28,Bill Payment,Other,2357,56+,36-45,Telangana,HDFC,Axis,iOS,WiFi,8,0,SUCCESS,0,0.5206744736082682,High Anomaly
TXN0000248505,2024-09-09 00:57:12,P2M,Fuel,1612,36-45,56+,Rajasthan,Yes Bank,PNB,iOS,WiFi,0,0,SUCCESS,0,0.5206685982080759,High Anomaly
TXN0000207787,2024-03-31 06:58:20,Recharge,Utilities,622,26-35,26-35,Maharashtra,ICICI,Axis,Web,WiFi,6,1,SUCCESS,0,0.520665868229564,High Anomaly
TXN0000155927,2024-09-07 12:15:49,P2M,Grocery,1388,56+,36-45,West Bengal,Kotak,Axis,iOS,WiFi,12,1,SUCCESS,0,0.5206500113819154,High Anomaly
TXN0000135914,2024-07-07 15:56:24,P2M,Shopping,4845,56+,36-45,Andhra Pradesh,Axis,ICICI,Web,5G,15,1,SUCCESS,0,0.5206456114671079,High Anomaly
TXN0000184661,2024-01-06 10:48:02,Bill Payment,Grocery,255,56+,46-55,Delhi,Yes Bank,ICICI,iOS,WiFi,10,1,SUCCESS,0,0.5206444268280492,High Anomaly
TXN0000029059,2024-08-24 15:07:04,P2P,Education,4987,46-55,18-25,Gujarat,SBI,HDFC,Web,3G,15,1,SUCCESS,0,0.5206425388091076,High Anomaly
TXN0000046341,2024-02-24 09:14:19,Recharge,Education,7229,18-25,46-55,Karnataka,HDFC,ICICI,Web,4G,9,1,SUCCESS,0,0.5206355422270261,High Anomaly
TXN0000208643,2024-09-13 06:54:19,Recharge,Food,155,26-35,26-35,Telangana,Kotak,Yes Bank,Web,WiFi,6,0,SUCCESS,0,0.5206331356302579,High Anomaly
TXN0000132374,2024-07-06 06:42:26,Bill Payment,Shopping,283,26-35,18-25,Karnataka,ICICI,Kotak,iOS,WiFi,6,1,SUCCESS,0,0.5206324578017398,High Anomaly
TXN0000167170,2024-02-03 21:07:14,P2P,Shopping,778,26-35,46-55,Uttar Pradesh,Kotak,IndusInd,Web,WiFi,21,1,SUCCESS,0,0.5206017676802529,High Anomaly
TXN0000030777,2024-01-28 13:24:19,Bill Payment,Shopping,630,36-45,46-55,Gujarat,Yes Bank,Axis,Web,5G,13,1,SUCCESS,0,0.5206010203103869,High Anomaly
TXN0000010461,2024-06-27 04:36:44,Recharge,Education,4009,18-25,26-35,Delhi,PNB,Yes Bank,Web,5G,4,0,SUCCESS,0,0.5205717712010645,High Anomaly
TXN0000207284,2024-05-10 05:42:46,Recharge,Entertainment,242,46-55,18-25,Uttar Pradesh,Yes Bank,ICICI,iOS,WiFi,5,0,SUCCESS,0,0.5205633619954292,High Anomaly
TXN0000054868,2024-03-12 05:00:08,P2M,Entertainment,72,26-35,36-45,Uttar Pradesh,HDFC,Kotak,Web,3G,5,0,SUCCESS,0,0.5205615771579263,High Anomaly
TXN0000066483,2024-09-07 20:28:40,Recharge,Other,495,18-25,36-45,Uttar Pradesh,ICICI,Kotak,iOS,WiFi,20,1,SUCCESS,0,0.5205597003652808,High Anomaly
TXN0000008078,2024-12-24 10:13:32,Bill Payment,Shopping,1306,18-25,36-45,Andhra Pradesh,Yes Bank,ICICI,Web,WiFi,10,0,SUCCESS,0,0.520524055584198,High Anomaly
TXN0000106668,2024-08-17 13:53:04,Bill Payment,Healthcare,345,18-25,36-45,Delhi,IndusInd,HDFC,Web,WiFi,13,1,SUCCESS,0,0.5204976247610832,High Anomaly
TXN0000145396,2024-10-16 10:27:44,Bill Payment,Shopping,4305,56+,18-25,Delhi,Kotak,PNB,iOS,5G,10,0,FAILED,0,0.5204543570134323,High Anomaly
TXN0000053730,2024-09-19 13:10:11,Recharge,Healthcare,287,56+,26-35,Uttar Pradesh,SBI,ICICI,iOS,WiFi,13,0,SUCCESS,0,0.5204419601501526,High Anomaly
TXN0000092126,2024-06-01 22:52:37,P2P,Transport,580,46-55,46-55,Maharashtra,HDFC,SBI,Web,3G,22,1,SUCCESS,0,0.5204401817539882,High Anomaly
TXN0000218820,2024-03-28 14:13:21,P2P,Shopping,3814,56+,56+,Rajasthan,Kotak,Kotak,Web,4G,14,0,SUCCESS,0,0.5204372442188869,High Anomaly
TXN0000052559,2024-04-27 19:10:26,P2P,Transport,80,18-25,26-35,West Bengal,IndusInd,PNB,Web,WiFi,19,1,FAILED,0,0.5204129136882552,High Anomaly
TXN0000034925,2024-07-05 16:41:30,P2M,Food,222,46-55,36-45,Gujarat,Axis,Axis,Web,3G,16,0,SUCCESS,0,0.5204087687053576,High Anomaly
TXN0000028766,2024-11-23 12:28:43,Bill Payment,Healthcare,148,26-35,56+,Telangana,HDFC,PNB,iOS,3G,12,1,SUCCESS,0,0.520405657428866,High Anomaly
TXN0000205142,2024-12-15 15:35:37,Recharge,Transport,308,46-55,26-35,Delhi,Yes Bank,SBI,Web,5G,15,1,SUCCESS,0,0.5203997750558345,High Anomaly
TXN0000007545,2024-07-20 19:04:31,P2M,Transport,439,46-55,46-55,Uttar Pradesh,Axis,Yes Bank,iOS,WiFi,19,1,SUCCESS,0,0.5203838993007721,High Anomaly
TXN0000080446,2024-04-20 07:17:14,Recharge,Food,62,46-55,26-35,Uttar Pradesh,SBI,ICICI,Web,5G,7,1,SUCCESS,0,0.5203834341482283,High Anomaly
TXN0000118607,2024-03-19 22:25:22,Recharge,Transport,116,18-25,46-55,Andhra Pradesh,Kotak,SBI,iOS,WiFi,22,0,SUCCESS,0,0.5203760902186282,High Anomaly
TXN0000116971,2024-06-24 12:21:59,P2P,Healthcare,574,46-55,56+,Karnataka,PNB,ICICI,Web,5G,12,0,SUCCESS,0,0.5203760250482132,High Anomaly
TXN0000236271,2024-04-12 11:05:40,Recharge,Education,7245,26-35,36-45,Karnataka,PNB,HDFC,Web,4G,11,0,SUCCESS,0,0.5203688067251452,High Anomaly
TXN0000139641,2024-08-31 21:56:14,P2M,Other,818,46-55,26-35,Gujarat,Axis,Axis,Web,WiFi,21,1,SUCCESS,0,0.5203637875162552,High Anomaly
TXN0000022075,2024-09-28 08:30:12,P2M,Utilities,176,18-25,36-45,Telangana,Kotak,Kotak,Web,5G,8,1,SUCCESS,0,0.5203540345169476,High Anomaly
TXN0000235525,2024-07-15 11:31:05,Bill Payment,Fuel,2974,36-45,46-55,Rajasthan,ICICI,Axis,iOS,WiFi,11,0,SUCCESS,0,0.5203363745689653,High Anomaly
TXN0000007246,2024-09-24 08:26:25,P2M,Transport,46,56+,18-25,West Bengal,Axis,Kotak,iOS,WiFi,8,0,SUCCESS,0,0.5203213461165903,High Anomaly
TXN0000178040,2024-11-11 00:29:19,P2M,Food,328,46-55,56+,Maharashtra,HDFC,Yes Bank,iOS,WiFi,0,0,SUCCESS,0,0.5202639678241798,High Anomaly
TXN0000243088,2024-07-21 11:59:00,Bill Payment,Fuel,696,18-25,46-55,Uttar Pradesh,Yes Bank,SBI,iOS,3G,11,1,SUCCESS,0,0.5202621045910619,High Anomaly
TXN0000189651,2024-09-23 15:40:34,Bill Payment,Food,193,56+,46-55,Telangana,ICICI,ICICI,Web,5G,15,0,SUCCESS,0,0.5202367534644496,High Anomaly
TXN0000035248,2024-05-20 13:30:18,Bill Payment,Healthcare,848,56+,26-35,Andhra Pradesh,Kotak,PNB,iOS,5G,13,0,SUCCESS,0,0.5202325131499029,High Anomaly
TXN0000159377,2024-03-01 22:20:56,P2M,Entertainment,64,56+,18-25,Maharashtra,IndusInd,Kotak,iOS,WiFi,22,0,SUCCESS,0,0.5202237381887381,High Anomaly
TXN0000048864,2024-07-16 12:38:57,P2P,Transport,66,26-35,46-55,Telangana,Kotak,IndusInd,Web,3G,12,0,SUCCESS,0,0.5202205033581931,High Anomaly
TXN0000186890,2024-08-07 03:48:33,Bill Payment,Transport,118,18-25,56+,Delhi,HDFC,PNB,Android,WiFi,3,0,SUCCESS,0,0.5201987440126719,High Anomaly
TXN0000122364,2024-06-26 05:52:00,P2P,Healthcare,926,56+,46-55,Karnataka,HDFC,IndusInd,iOS,WiFi,5,0,SUCCESS,0,0.5201706827440489,High Anomaly
TXN0000021893,2024-01-23 09:59:49,Bill Payment,Transport,52,36-45,56+,Andhra Pradesh,ICICI,ICICI,Web,5G,9,0,SUCCESS,0,0.5201637931415667,High Anomaly
TXN0000219722,2024-09-01 17:50:45,Recharge,Healthcare,1441,36-45,56+,Telangana,Axis,HDFC,Web,4G,17,1,SUCCESS,0,0.5201053835259729,High Anomaly
TXN0000245446,2024-09-15 13:07:17,P2P,Utilities,7799,46-55,26-35,Rajasthan,Yes Bank,Axis,iOS,WiFi,13,1,SUCCESS,0,0.5200795124054335,High Anomaly
TXN0000180546,2024-01-21 03:23:25,Bill Payment,Transport,77,18-25,18-25,Karnataka,Kotak,Axis,Web,5G,3,1,SUCCESS,0,0.5200726144733802,High Anomaly
TXN0000193606,2024-09-29 11:45:03,Bill Payment,Education,3955,18-25,26-35,Karnataka,ICICI,PNB,iOS,WiFi,11,1,SUCCESS,0,0.5200651358778077,High Anomaly
TXN0000168984,2024-11-10 01:36:30,Bill Payment,Entertainment,927,36-45,56+,Maharashtra,HDFC,IndusInd,Android,WiFi,1,1,SUCCESS,0,0.5200159475773897,High Anomaly
TXN0000171461,2024-04-28 20:41:51,Bill Payment,Other,127,56+,56+,Maharashtra,Yes Bank,ICICI,iOS,5G,20,1,SUCCESS,0,0.5199982762108739,High Anomaly
TXN0000014929,2024-10-05 07:17:01,P2M,Education,1380,36-45,46-55,Delhi,SBI,IndusInd,Web,5G,7,1,SUCCESS,0,0.5199861756465358,High Anomaly
TXN0000228795,2024-11-29 11:19:33,P2M,Fuel,317,56+,36-45,Rajasthan,Kotak,PNB,iOS,3G,11,0,SUCCESS,0,0.5199826744643078,High Anomaly
TXN0000124652,2024-11-24 02:33:46,Bill Payment,Grocery,1970,46-55,18-25,Karnataka,PNB,Kotak,Web,4G,2,1,SUCCESS,0,0.5199618154301879,High Anomaly
TXN0000150574,2024-04-22 12:48:32,Bill Payment,Utilities,13623,46-55,56+,Rajasthan,SBI,Yes Bank,Android,WiFi,12,0,SUCCESS,0,0.519950667859696,High Anomaly
TXN0000118575,2024-01-20 10:19:57,P2M,Utilities,857,26-35,56+,Telangana,Kotak,IndusInd,iOS,3G,10,1,SUCCESS,0,0.5199179376815313,High Anomaly
TXN0000085026,2024-08-04 15:51:44,Bill Payment,Shopping,2783,56+,56+,Rajasthan,SBI,Yes Bank,iOS,4G,15,1,SUCCESS,0,0.5199070095806746,High Anomaly
TXN0000149215,2024-12-23 22:16:44,Recharge,Fuel,1544,36-45,46-55,Gujarat,Yes Bank,Axis,iOS,WiFi,22,0,FAILED,0,0.5199019812315636,High Anomaly
TXN0000073601,2024-02-24 09:16:31,Bill Payment,Food,375,36-45,46-55,Uttar Pradesh,HDFC,IndusInd,Web,5G,9,1,SUCCESS,0,0.5198868308464453,High Anomaly
TXN0000102832,2024-01-20 09:54:03,P2P,Healthcare,104,18-25,46-55,Tamil Nadu,HDFC,Yes Bank,iOS,3G,9,1,SUCCESS,0,0.5198808051097318,High Anomaly
TXN0000010177,2024-09-21 11:09:34,Recharge,Grocery,224,18-25,36-45,Gujarat,PNB,IndusInd,Web,5G,11,1,SUCCESS,0,0.5198154670923784,High Anomaly
TXN0000040521,2024-02-12 16:36:44,Recharge,Shopping,807,56+,46-55,Delhi,Axis,IndusInd,iOS,4G,16,0,SUCCESS,0,0.5198087417105935,High Anomaly
TXN0000074395,2024-04-14 08:22:36,P2P,Entertainment,124,46-55,56+,Gujarat,Kotak,HDFC,Web,4G,8,1,SUCCESS,0,0.5197893505351517,High Anomaly
TXN0000224414,2024-11-10 09:37:07,P2P,Shopping,10415,18-25,46-55,Tamil Nadu,Yes Bank,PNB,iOS,WiFi,9,1,SUCCESS,0,0.5197878059296972,High Anomaly
TXN0000169438,2024-02-27 09:22:41,Recharge,Entertainment,272,36-45,18-25,Gujarat,Axis,HDFC,iOS,WiFi,9,0,SUCCESS,0,0.519758316763725,High Anomaly
TXN0000173773,2024-07-28 21:39:42,Bill Payment,Other,883,18-25,56+,Maharashtra,ICICI,Kotak,iOS,3G,21,1,SUCCESS,0,0.5197533942377188,High Anomaly
TXN0000098546,2024-05-06 21:17:06,Bill Payment,Shopping,291,36-45,46-55,Telangana,SBI,SBI,Web,WiFi,21,0,SUCCESS,0,0.5197523412061895,High Anomaly
TXN0000045365,2024-04-07 06:15:11,Recharge,Grocery,438,26-35,46-55,Maharashtra,Kotak,IndusInd,Web,4G,6,1,SUCCESS,0,0.5197483735173081,High Anomaly
TXN0000226769,2024-10-13 06:37:47,Bill Payment,Other,298,26-35,56+,Gujarat,ICICI,HDFC,iOS,WiFi,6,1,FAILED,0,0.5197375906624508,High Anomaly
TXN0000163580,2024-10-13 09:02:24,P2P,Food,149,56+,46-55,Uttar Pradesh,ICICI,Yes Bank,iOS,WiFi,9,1,SUCCESS,0,0.5197300992284639,High Anomaly
TXN0000110174,2024-11-10 11:18:43,Recharge,Shopping,2475,26-35,26-35,West Bengal,PNB,SBI,Web,5G,11,1,SUCCESS,0,0.5196909800391607,High Anomaly
TXN0000214901,2024-01-27 13:21:53,Bill Payment,Food,180,56+,26-35,Andhra Pradesh,IndusInd,ICICI,iOS,WiFi,13,1,SUCCESS,0,0.5196681148225166,High Anomaly
TXN0000111554,2024-04-20 14:06:07,Recharge,Entertainment,183,26-35,56+,Andhra Pradesh,Yes Bank,IndusInd,Android,3G,14,1,SUCCESS,0,0.5196660665132057,High Anomaly
TXN0000183280,2024-09-02 09:52:39,P2M,Shopping,3839,26-35,46-55,Delhi,Axis,ICICI,Web,WiFi,9,0,SUCCESS,0,0.5196656883521842,High Anomaly
TXN0000204067,2024-03-17 11:49:22,Bill Payment,Utilities,432,56+,26-35,Maharashtra,HDFC,IndusInd,Web,4G,11,1,SUCCESS,0,0.5196652605809634,High Anomaly
TXN0000246809,2024-06-08 09:15:37,P2M,Grocery,2801,46-55,46-55,Maharashtra,Yes Bank,Axis,iOS,WiFi,9,1,SUCCESS,0,0.519664281555858,High Anomaly
TXN0000124177,2024-09-19 11:23:12,Recharge,Food,55,26-35,18-25,Delhi,Axis,PNB,iOS,3G,11,0,SUCCESS,0,0.5196524182393721,High Anomaly
TXN0000040682,2024-10-06 21:30:32,Bill Payment,Other,490,56+,26-35,Karnataka,ICICI,Kotak,iOS,3G,21,1,SUCCESS,0,0.5196433083955813,High Anomaly
TXN0000145390,2024-02-04 19:45:59,Bill Payment,Shopping,1117,56+,18-25,Delhi,ICICI,Kotak,Web,5G,19,1,SUCCESS,0,0.5196218367566559,High Anomaly
TXN0000044890,2024-08-25 12:17:47,P2M,Shopping,130,46-55,56+,Rajasthan,PNB,Kotak,iOS,4G,12,1,SUCCESS,0,0.5196188281891944,High Anomaly
TXN0000201191,2024-02-06 01:51:12,P2M,Shopping,241,26-35,18-25,Delhi,HDFC,IndusInd,Web,3G,1,0,SUCCESS,0,0.5196131010741342,High Anomaly
TXN0000060281,2024-11-25 20:11:27,Bill Payment,Entertainment,761,36-45,46-55,Andhra Pradesh,PNB,Yes Bank,iOS,WiFi,20,0,SUCCESS,0,0.5196101114942261,High Anomaly
TXN0000091273,2024-04-05 12:04:08,P2P,Fuel,317,56+,46-55,Rajasthan,IndusInd,ICICI,iOS,WiFi,12,0,SUCCESS,0,0.5196048350594606,High Anomaly
TXN0000231437,2024-08-31 22:22:47,P2P,Transport,49,36-45,56+,Telangana,IndusInd,Axis,iOS,WiFi,22,1,SUCCESS,0,0.519594016412506,High Anomaly
TXN0000046893,2024-02-11 09:42:33,P2M,Entertainment,76,56+,26-35,Maharashtra,ICICI,Kotak,iOS,3G,9,1,SUCCESS,0,0.5195837199891298,High Anomaly
